SeqNo,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13
2998,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
2999,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3000,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3001,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3002,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3003,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3004,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3005,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3006,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3007,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3008,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3009,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3010,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3011,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3012,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3013,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3014,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3015,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3016,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3017,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.3,22.3
3018,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.4,22.3
3019,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.4,22.3
3020,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.4,22.3
3021,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.5,22.6,22.4,22.3
3022,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.45,22.6,22.3,22.3
3023,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.4,22.7,22.4,22.3
3024,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.4,24.4,22.6,22.4,22.3
3025,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.4,22.3
3026,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.4,22.3
3027,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.4,22.3
3028,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.4,22.3
3029,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.4,22.3
3030,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.4,22.3
3031,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.4,22.3
3032,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.4,22.3
3033,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.4,22.3
3034,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.3,22.3
3035,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.3,22.3
3036,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.3,22.3
3037,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.3,22.3
3038,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.3,22.3
3039,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.3,22.3
3040,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.3,22.3
3041,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.4,22.3
3042,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.3,22.3
3043,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.45,22.6,22.3,22.3
3044,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.3,22.3
3045,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.55,22.6,22.3,22.3
3046,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.3,22.3
3047,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.3,22.3
3048,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.65,22.6,22.3,22.3
3049,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.6,22.3,22.3
3050,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.6,22.3,22.3
3051,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.3
3052,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.3
3053,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.3
3054,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.3
3055,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.3
3056,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.4
3057,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.4
3058,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.4
3059,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.4
3060,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.4
3061,9998,23.4,22.4,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.4
3062,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.4
3063,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.4
3064,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.4
3065,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.4
3066,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.4
3067,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.7,22.7,22.3,22.4
3068,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.65,22.7,22.3,22.4
3069,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.3,22.4
3070,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.4,22.4
3071,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.4,22.4
3072,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.4,22.4
3073,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.4,22.4
3074,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.4,22.4
3075,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.4,22.4
3076,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.4,22.4
3077,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.4,22.4
3078,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.3,22.4
3079,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.4,22.4
3080,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.4,22.4
3081,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.4,22.4
3082,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.4,22.4
3083,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.4,22.4
3084,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.4,22.4
3085,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.4,22.4
3086,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.6,22.7,22.4,22.4
3087,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.55,22.6,22.4,22.4
3088,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3089,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3090,9998,23.4,22.5,22.4,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3091,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3092,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.7,22.4,22.4
3093,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3094,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3095,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.3,22.4
3096,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.3,22.4
3097,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.3,22.4
3098,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3099,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.3,22.4
3100,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.3,22.4
3101,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.3,22.4
3102,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3103,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3104,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3105,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3106,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3107,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3108,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3109,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3110,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3111,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3112,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3113,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3114,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.3,22.4
3115,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.3,22.4
3116,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.55,22.6,22.3,22.4
3117,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.3,22.4
3118,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.3,22.4
3119,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.65,22.6,22.3,22.4
3120,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.65,22.6,22.3,22.4
3121,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.65,22.6,22.3,22.4
3122,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.65,22.6,22.3,22.4
3123,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.65,22.6,22.3,22.4
3124,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.65,22.6,22.3,22.4
3125,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.65,22.6,22.3,22.4
3126,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.65,22.6,22.3,22.4
3127,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.65,22.6,22.3,22.4
3128,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.65,22.6,22.3,22.4
3129,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.65,22.6,22.3,22.4
3130,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.65,22.6,22.3,22.4
3131,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.3,22.4
3132,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.3,22.4
3133,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.4,22.4
3134,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.3,22.4
3135,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.3,22.4
3136,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.3,22.4
3137,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.4,22.4
3138,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.3,22.4
3139,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.3,22.4
3140,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.4,22.4
3141,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.4,22.4
3142,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.6,22.6,22.4,22.4
3143,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.55,22.6,22.4,22.4
3144,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3145,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3146,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3147,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3148,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3149,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3150,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3151,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3152,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3153,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3154,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3155,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3156,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3157,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.5,22.6,22.4,22.4
3158,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.45,22.6,22.4,22.4
3159,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.4,22.5,22.4,22.3
3160,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.4,22.5,22.3,22.3
3161,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.4,22.6,22.3,22.3
3162,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.4,22.5,22.3,22.3
3163,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.4,22.5,22.3,22.3
3164,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.4,22.5,22.3,22.3
3165,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.4,22.5,22.3,22.3
3166,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.4,22.5,22.3,22.3
3167,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.4,22.5,22.3,22.3
3168,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.4,22.5,22.3,22.3
3169,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.4,22.5,22.3,22.3
3170,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.4,22.5,22.3,22.3
3171,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.3,22.5,24.4,22.5,22.3,22.3
3172,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.5,22.3,22.3
3173,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.5,22.3,22.3
3174,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.5,22.3,22.3
3175,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.5,22.2,22.3
3176,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.5,22.3,22.3
3177,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.5,22.3,22.3
3178,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.5,22.3,22.3
3179,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.5,22.2,22.3
3180,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.5,22.2,22.3
3181,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.5,22.2,22.3
3182,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.5,22.2,22.3
3183,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.45,22.5,22.2,22.3
3184,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.3
3185,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.3
3186,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.3
3187,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.3
3188,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.3
3189,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.3
3190,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.3
3191,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.2
3192,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.2
3193,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.2
3194,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.3
3195,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.3
3196,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.3
3197,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.3
3198,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.6,22.2,22.3
3199,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.6,22.2,22.3
3200,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.6,22.2,22.3
3201,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.6,22.2,22.3
3202,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.6,22.2,22.3
3203,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.45,22.6,22.2,22.3
3204,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.6,22.2,22.3
3205,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.6,22.2,22.3
3206,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.6,22.2,22.3
3207,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.6,22.2,22.3
3208,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.6,22.3,22.3
3209,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.6,22.3,22.3
3210,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.6,22.3,22.3
3211,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.6,22.3,22.3
3212,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.6,22.3,22.3
3213,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.6,22.2,22.3
3214,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.6,22.3,22.2
3215,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.6,22.3,22.3
3216,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.6,22.3,22.3
3217,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.5,22.3,22.3
3218,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.6,22.3,22.3
3219,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.35,22.5,22.3,22.3
3220,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.3
3221,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.3
3222,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.3
3223,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.3
3224,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3225,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3226,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3227,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3228,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3229,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3230,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3231,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3232,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3233,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3234,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3235,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3236,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3237,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3238,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3239,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3240,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3241,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3242,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3243,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3244,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3245,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3246,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3247,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3248,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3249,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3250,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.3,22.5,22.3,22.2
3251,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.35,22.5,22.3,22.2
3252,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.4,22.5,22.3,22.2
3253,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.45,22.5,22.3,22.2
3254,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.2
3255,9998,23.4,22.5,22.5,22.8,22.6,22.5,22.4,22.5,24.5,22.5,22.2,22.2
