Seq,MLP_13-128-256-128-1_0.8_mean,MLP_13-128-256-128-1_0.8_median,MLP_13-128-256-128-1_0.9_mean,MLP_13-128-256-256-256-128-1_mean,,Average output
3556,15.03961563,16.44503593,16.99178314,14.32057667,,15.69925284
3557,15.03961563,16.44503593,16.99178314,14.32057667,,15.69925284
3558,15.03961563,16.44503593,16.99178314,14.32057667,,15.69925284
3559,15.03961563,16.44503593,16.99178314,14.32057667,,15.69925284
3560,15.03961563,16.44503593,16.99178314,14.32057667,,15.69925284
3561,15.03961563,16.44503593,16.99178314,14.32057667,,15.69925284
3562,15.03961563,16.44503593,16.99178314,14.32057667,,15.69925284
3563,15.03961563,16.44503593,16.99178314,14.32057667,,15.69925284
3564,15.03961563,16.44503593,16.99178314,14.32057667,,15.69925284
3565,15.03961563,16.44503593,16.99178314,14.32057667,,15.69925284
3566,15.03961563,16.44503593,16.99178314,14.32057667,,15.69925284
3567,15.03961563,16.44503593,16.99178314,14.32057667,,15.69925284
3568,15.03961563,16.44503593,16.99178314,14.32057667,,15.69925284
3569,14.84019852,16.26397133,16.53691673,14.34395218,,15.49625969
3570,15.03961563,16.44503593,16.99178314,14.32057667,,15.69925284
3571,15.03961563,16.44503593,16.99178314,14.32057667,,15.69925284
3572,14.84019852,16.26397133,16.53691673,14.34395218,,15.49625969
3573,14.84019852,16.26397133,16.53691673,14.34395218,,15.49625969
3574,14.84019852,16.26397133,16.53691673,14.34395218,,15.49625969
3575,15.04951382,16.26139259,16.30095482,14.51277065,,15.53115797
3576,14.86588383,16.16993141,16.49201584,14.37549782,,15.47583222
3577,15.16610527,16.03303337,16.1452713,14.71055126,,15.5137403
3578,15.16610527,16.03303337,16.1452713,14.71055126,,15.5137403
3579,15.16610527,16.03303337,16.1452713,14.71055126,,15.5137403
3580,15.16610527,16.03303337,16.1452713,14.71055126,,15.5137403
3581,15.16610527,16.03303337,16.1452713,14.71055126,,15.5137403
3582,15.16610527,16.03303337,16.1452713,14.71055126,,15.5137403
3583,15.16610527,16.03303337,16.1452713,14.71055126,,15.5137403
3584,15.16610527,16.03303337,16.1452713,14.71055126,,15.5137403
3585,15.16610527,16.03303337,16.1452713,14.71055126,,15.5137403
3586,15.16610527,16.03303337,16.1452713,14.71055126,,15.5137403
3587,15.16610527,16.03303337,16.1452713,14.71055126,,15.5137403
3588,15.16610527,16.03303337,16.1452713,14.71055126,,15.5137403
3589,15.16610527,16.03303337,16.1452713,14.71055126,,15.5137403
3590,15.16610527,16.03303337,16.1452713,14.71055126,,15.5137403
3591,15.16610527,16.03303337,16.1452713,14.71055126,,15.5137403
3592,15.88932514,16.86704445,16.96529961,15.47565174,,16.29933024
3593,16.60953522,17.61644173,17.78512955,16.24562073,,17.06418181
3594,16.60953522,17.61644173,17.78512955,16.24562073,,17.06418181
3595,16.60953522,17.61644173,17.78512955,16.24562073,,17.06418181
3596,16.60953522,17.61644173,17.78512955,16.24562073,,17.06418181
3597,16.60953522,17.61644173,17.78512955,16.24562073,,17.06418181
3598,16.60953522,17.61644173,17.78512955,16.24562073,,17.06418181
3599,16.57722473,17.68780136,17.81947517,16.17943382,,17.06598377
3600,16.51408195,17.7935009,17.88741875,16.04706764,,17.06051731
3601,16.48288536,17.83534622,17.92591095,15.98091507,,17.0562644
3602,16.45420074,17.8731823,17.96487999,15.91576862,,17.05200791
3603,16.43047714,17.91152954,18.00403976,15.85471344,,17.05018997
3604,16.41630363,17.93518639,18.04822731,15.82496548,,17.0561707
3605,16.40913773,17.91288567,18.14057541,15.79464531,,17.06431103
3606,16.40913773,17.91288567,18.14057541,15.79464531,,17.06431103
3607,16.40913773,17.91288567,18.14057541,15.79464531,,17.06431103
3608,16.56360245,17.91863441,18.21244049,16.14910889,,17.21094656
3609,16.56360245,17.91863441,18.21244049,16.14910889,,17.21094656
3610,16.56360245,17.91863441,18.21244049,16.14910889,,17.21094656
3611,16.56360245,17.91863441,18.21244049,16.14910889,,17.21094656
3612,17.08324242,18.00479317,17.49201775,16.4628582,,17.26072789
3613,16.83003426,17.96753502,18.05093765,16.30610085,,17.28865194
3614,16.83003426,17.96753502,18.05093765,16.30610085,,17.28865194
3615,16.83003426,17.96753502,18.05093765,16.30610085,,17.28865194
3616,16.83003426,17.96753502,18.05093765,16.30610085,,17.28865194
3617,17.08324242,18.00479317,17.49201775,16.4628582,,17.26072789
3618,17.08324242,18.00479317,17.49201775,16.4628582,,17.26072789
3619,17.08324242,18.00479317,17.49201775,16.4628582,,17.26072789
3620,17.08324242,18.00479317,17.49201775,16.4628582,,17.26072789
3621,17.04575157,17.90315247,17.43293571,16.39651108,,17.19458771
3622,17.01062393,17.81155968,17.3827076,16.4544239,,17.16482878
3623,17.01062393,17.81155968,17.3827076,16.4544239,,17.16482878
3624,17.01062393,17.81155968,17.3827076,16.4544239,,17.16482878
3625,17.01062393,17.81155968,17.3827076,16.4544239,,17.16482878
3626,17.01062393,17.81155968,17.3827076,16.4544239,,17.16482878
3627,17.01062393,17.81155968,17.3827076,16.4544239,,17.16482878
3628,17.01062393,17.81155968,17.3827076,16.4544239,,17.16482878
3629,17.01062393,17.81155968,17.3827076,16.4544239,,17.16482878
3630,17.01062393,17.81155968,17.3827076,16.4544239,,17.16482878
3631,17.01062393,17.81155968,17.3827076,16.4544239,,17.16482878
3632,17.01062393,17.81155968,17.3827076,16.4544239,,17.16482878
3633,17.01062393,17.81155968,17.3827076,16.4544239,,17.16482878
3634,17.01062393,17.81155968,17.3827076,16.4544239,,17.16482878
3635,17.01062393,17.81155968,17.3827076,16.4544239,,17.16482878
3636,17.01062393,17.81155968,17.3827076,16.4544239,,17.16482878
3637,16.97640419,17.72079849,17.33267021,16.52579689,,17.13891745
3638,16.9430027,17.64165878,17.28273773,16.59717369,,17.11614323
3639,16.9430027,17.64165878,17.28273773,16.59717369,,17.11614323
3640,17.21280098,17.60643387,16.97899437,17.18547249,,17.24592543
3641,17.21280098,17.60643387,16.97899437,17.18547249,,17.24592543
3642,17.43480682,17.60137367,17.13077736,17.49817848,,17.41628408
3643,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3644,17.21280098,17.60643387,16.97899437,17.18547249,,17.24592543
3645,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3646,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3647,17.43480682,17.60137367,17.13077736,17.49817848,,17.41628408
3648,17.43480682,17.60137367,17.13077736,17.49817848,,17.41628408
3649,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3650,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3651,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3652,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3653,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3654,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3655,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3656,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3657,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3658,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3659,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3660,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3661,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3662,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3663,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3664,17.57923698,17.89690399,17.12938499,17.73886681,,17.58609819
3665,17.63973999,17.96292496,17.17697906,17.66732216,,17.61174154
3666,17.7719841,18.12003708,17.27705383,17.55652809,,17.68140078
3667,17.86136055,18.21486664,17.32709312,17.50057602,,17.72597408
3668,17.95359802,18.3119297,17.38829422,17.44452095,,17.77458572
3669,18.04699135,18.39237022,17.4611721,17.38925743,,17.82244778
3670,18.04699135,18.39237022,17.4611721,17.38925743,,17.82244778
3671,18.12545013,18.39934921,17.51868629,17.33039093,,17.84346914
3672,18.20913506,18.41308594,17.56183243,17.26627731,,17.86258269
3673,18.20913506,18.41308594,17.56183243,17.26627731,,17.86258269
3674,18.20913506,18.41308594,17.56183243,17.26627731,,17.86258269
3675,18.20913506,18.41308594,17.56183243,17.26627731,,17.86258269
3676,18.20913506,18.41308594,17.56183243,17.26627731,,17.86258269
3677,18.20913506,18.41308594,17.56183243,17.26627731,,17.86258269
3678,18.20913506,18.41308594,17.56183243,17.26627731,,17.86258269
3679,18.20913506,18.41308594,17.56183243,17.26627731,,17.86258269
3680,18.20913506,18.41308594,17.56183243,17.26627731,,17.86258269
3681,18.20913506,18.41308594,17.56183243,17.26627731,,17.86258269
3682,18.20913506,18.41308594,17.56183243,17.26627731,,17.86258269
3683,18.20913506,18.41308594,17.56183243,17.26627731,,17.86258269
3684,18.20913506,18.41308594,17.56183243,17.26627731,,17.86258269
3685,18.12545013,18.39934921,17.51868629,17.33039093,,17.84346914
3686,18.04699135,18.39237022,17.4611721,17.38925743,,17.82244778
3687,18.04699135,18.39237022,17.4611721,17.38925743,,17.82244778
3688,18.04699135,18.39237022,17.4611721,17.38925743,,17.82244778
3689,18.04699135,18.39237022,17.4611721,17.38925743,,17.82244778
3690,18.04699135,18.39237022,17.4611721,17.38925743,,17.82244778
3691,18.60749054,18.7026577,17.29932976,17.69696617,,18.07661104
3692,18.32501411,18.74075127,17.58646584,17.52586746,,18.04452467
3693,18.60749054,18.7026577,17.29932976,17.69696617,,18.07661104
3694,18.32501411,18.74075127,17.58646584,17.52586746,,18.04452467
3695,18.32501411,18.74075127,17.58646584,17.52586746,,18.04452467
3696,18.60749054,18.7026577,17.29932976,17.69696617,,18.07661104
3697,18.60749054,18.7026577,17.29932976,17.69696617,,18.07661104
3698,18.60749054,18.7026577,17.29932976,17.69696617,,18.07661104
3699,18.55542755,18.60576439,17.25602531,17.75477791,,18.04299879
3700,18.47140503,18.50966454,17.19248009,17.81258965,,17.99653483
3701,18.47140503,18.50966454,17.19248009,17.81258965,,17.99653483
3702,18.47140503,18.50966454,17.19248009,17.81258965,,17.99653483
3703,18.47140503,18.50966454,17.19248009,17.81258965,,17.99653483
3704,18.47140503,18.50966454,17.19248009,17.81258965,,17.99653483
3705,18.47140503,18.50966454,17.19248009,17.81258965,,17.99653483
3706,18.47140503,18.50966454,17.19248009,17.81258965,,17.99653483
3707,18.47140503,18.50966454,17.19248009,17.81258965,,17.99653483
3708,18.47140503,18.50966454,17.19248009,17.81258965,,17.99653483
3709,18.47140503,18.50966454,17.19248009,17.81258965,,17.99653483
3710,18.47140503,18.50966454,17.19248009,17.81258965,,17.99653483
3711,19.03313828,19.12319756,17.94506073,18.47694969,,18.64458657
3712,19.60477448,19.74493027,18.69730377,19.14397812,,19.29774666
3713,19.50050545,19.65630722,18.63197708,19.20510101,,19.24847269
3714,19.40287399,19.5696125,18.56443787,19.26621819,,19.20078564
3715,19.40287399,19.5696125,18.56443787,19.26621819,,19.20078564
3716,19.40287399,19.5696125,18.56443787,19.26621819,,19.20078564
3717,19.40287399,19.5696125,18.56443787,19.26621819,,19.20078564
3718,19.40287399,19.5696125,18.56443787,19.26621819,,19.20078564
3719,19.40287399,19.5696125,18.56443787,19.26621819,,19.20078564
3720,19.40287399,19.5696125,18.56443787,19.26621819,,19.20078564
3721,19.40287399,19.5696125,18.56443787,19.26621819,,19.20078564
3722,19.40287399,19.5696125,18.56443787,19.26621819,,19.20078564
3723,19.40287399,19.5696125,18.56443787,19.26621819,,19.20078564
3724,19.1199398,19.59311295,18.82733917,19.08966827,,19.15751505
3725,19.40287399,19.5696125,18.56443787,19.26621819,,19.20078564
3726,19.40287399,19.5696125,18.56443787,19.26621819,,19.20078564
3727,19.40287399,19.5696125,18.56443787,19.26621819,,19.20078564
3728,19.1199398,19.59311295,18.82733917,19.08966827,,19.15751505
3729,19.1199398,19.59311295,18.82733917,19.08966827,,19.15751505
3730,19.1199398,19.59311295,18.82733917,19.08966827,,19.15751505
3731,19.1199398,19.59311295,18.82733917,19.08966827,,19.15751505
3732,19.1199398,19.59311295,18.82733917,19.08966827,,19.15751505
3733,19.19735146,19.68931389,18.89092445,19.01929855,,19.19922209
3734,19.35502815,19.87034798,19.01554108,18.89006615,,19.28274584
3735,19.42973328,19.93297195,19.07222557,18.82548523,,19.31510401
3736,19.50811577,19.93361855,19.13110352,18.76180267,,19.33366013
3737,19.614645,19.9350605,19.18489265,18.70279884,,19.35934925
3738,19.614645,19.9350605,19.18489265,18.70279884,,19.35934925
3739,19.614645,19.9350605,19.18489265,18.70279884,,19.35934925
3740,19.614645,19.9350605,19.18489265,18.70279884,,19.35934925
3741,19.614645,19.9350605,19.18489265,18.70279884,,19.35934925
3742,19.614645,19.9350605,19.18489265,18.70279884,,19.35934925
3743,19.614645,19.9350605,19.18489265,18.70279884,,19.35934925
3744,19.614645,19.9350605,19.18489265,18.70279884,,19.35934925
3745,19.614645,19.9350605,19.18489265,18.70279884,,19.35934925
3746,19.614645,19.9350605,19.18489265,18.70279884,,19.35934925
3747,19.614645,19.9350605,19.18489265,18.70279884,,19.35934925
3748,19.614645,19.9350605,19.18489265,18.70279884,,19.35934925
3749,19.614645,19.9350605,19.18489265,18.70279884,,19.35934925
3750,19.614645,19.9350605,19.18489265,18.70279884,,19.35934925
3751,19.614645,19.9350605,19.18489265,18.70279884,,19.35934925
3752,19.50811577,19.93361855,19.13110352,18.76180267,,19.33366013
3753,19.42973328,19.93297195,19.07222557,18.82548523,,19.31510401
3754,19.42973328,19.93297195,19.07222557,18.82548523,,19.31510401
3755,19.42973328,19.93297195,19.07222557,18.82548523,,19.31510401
3756,19.42973328,19.93297195,19.07222557,18.82548523,,19.31510401
3757,19.42973328,19.93297195,19.07222557,18.82548523,,19.31510401
3758,19.42973328,19.93297195,19.07222557,18.82548523,,19.31510401
3759,19.42973328,19.93297195,19.07222557,18.82548523,,19.31510401
3760,19.42973328,19.93297195,19.07222557,18.82548523,,19.31510401
3761,19.42973328,19.93297195,19.07222557,18.82548523,,19.31510401
3762,19.42973328,19.93297195,19.07222557,18.82548523,,19.31510401
3763,19.42973328,19.93297195,19.07222557,18.82548523,,19.31510401
3764,19.35502815,19.87034798,19.01554108,18.89006615,,19.28274584
3765,19.04880905,19.77747345,18.81550407,18.79184723,,19.10840845
3766,19.04880905,19.77747345,18.81550407,18.79184723,,19.10840845
3767,19.04880905,19.77747345,18.81550407,18.79184723,,19.10840845
3768,19.04880905,19.77747345,18.81550407,18.79184723,,19.10840845
3769,19.04880905,19.77747345,18.81550407,18.79184723,,19.10840845
3770,19.04880905,19.77747345,18.81550407,18.79184723,,19.10840845
3771,19.04880905,19.77747345,18.81550407,18.79184723,,19.10840845
3772,19.04880905,19.77747345,18.81550407,18.79184723,,19.10840845
3773,19.04880905,19.77747345,18.81550407,18.79184723,,19.10840845
3774,19.04880905,19.77747345,18.81550407,18.79184723,,19.10840845
3775,19.04880905,19.77747345,18.81550407,18.79184723,,19.10840845
3776,18.95688629,19.68051529,18.74878883,18.85617256,,19.06059074
3777,18.88677025,19.57577896,18.68228912,18.91953278,,19.01609278
3778,18.88677025,19.57577896,18.68228912,18.91953278,,19.01609278
3779,18.88677025,19.57577896,18.68228912,18.91953278,,19.01609278
3780,18.88677025,19.57577896,18.68228912,18.91953278,,19.01609278
3781,18.88677025,19.57577896,18.68228912,18.91953278,,19.01609278
3782,18.88677025,19.57577896,18.68228912,18.91953278,,19.01609278
3783,18.88677025,19.57577896,18.68228912,18.91953278,,19.01609278
3784,18.4920845,19.19121552,18.67115402,18.65408707,,18.75213528
3785,18.4920845,19.19121552,18.67115402,18.65408707,,18.75213528
3786,18.4920845,19.19121552,18.67115402,18.65408707,,18.75213528
3787,18.4920845,19.19121552,18.67115402,18.65408707,,18.75213528
3788,18.4920845,19.19121552,18.67115402,18.65408707,,18.75213528
3789,18.4920845,19.19121552,18.67115402,18.65408707,,18.75213528
3790,18.4920845,19.19121552,18.67115402,18.65408707,,18.75213528
3791,18.4920845,19.19121552,18.67115402,18.65408707,,18.75213528
3792,18.4920845,19.19121552,18.67115402,18.65408707,,18.75213528
3793,18.4920845,19.19121552,18.67115402,18.65408707,,18.75213528
3794,18.4920845,19.19121552,18.67115402,18.65408707,,18.75213528
3795,18.4920845,19.19121552,18.67115402,18.65408707,,18.75213528
3796,18.3388195,19.21777153,18.92204475,18.47170448,,18.73758507
3797,18.40447998,19.32370186,19.00775909,18.42273521,,18.78966904
3798,18.49378586,19.37419701,19.09591293,18.37374115,,18.83440924
3799,18.58944321,19.37589455,19.16748047,18.32603264,,18.86471272
3800,18.67857742,19.38081932,19.23890495,18.27536392,,18.8934164
3801,18.56037521,19.38191605,19.22776604,18.01769829,,18.7969389
3802,18.62090111,19.39364243,19.33304024,17.9563961,,18.82599497
3803,18.62090111,19.39364243,19.33304024,17.9563961,,18.82599497
3804,18.62090111,19.39364243,19.33304024,17.9563961,,18.82599497
3805,18.62090111,19.39364243,19.33304024,17.9563961,,18.82599497
3806,18.52357101,19.24889374,19.50138855,18.01004791,,18.8209753
3807,18.80994987,19.38929939,19.39150047,18.16839409,,18.93978595
3808,18.80994987,19.38929939,19.39150047,18.16839409,,18.93978595
3809,18.52357101,19.24889374,19.50138855,18.01004791,,18.8209753
3810,18.80994987,19.38929939,19.39150047,18.16839409,,18.93978595
3811,18.80994987,19.38929939,19.39150047,18.16839409,,18.93978595
3812,18.80994987,19.38929939,19.39150047,18.16839409,,18.93978595
3813,18.80994987,19.38929939,19.39150047,18.16839409,,18.93978595
3814,18.80994987,19.38929939,19.39150047,18.16839409,,18.93978595
3815,18.80994987,19.38929939,19.39150047,18.16839409,,18.93978595
3816,18.80994987,19.38929939,19.39150047,18.16839409,,18.93978595
3817,18.74605751,19.38015366,19.30212784,18.22190666,,18.91256142
3818,18.67857742,19.38081932,19.23890495,18.27536392,,18.8934164
3819,18.67857742,19.38081932,19.23890495,18.27536392,,18.8934164
3820,18.67857742,19.38081932,19.23890495,18.27536392,,18.8934164
3821,18.67857742,19.38081932,19.23890495,18.27536392,,18.8934164
3822,18.67857742,19.38081932,19.23890495,18.27536392,,18.8934164
3823,18.67857742,19.38081932,19.23890495,18.27536392,,18.8934164
3824,18.67857742,19.38081932,19.23890495,18.27536392,,18.8934164
3825,18.58944321,19.37589455,19.16748047,18.32603264,,18.86471272
3826,18.49378586,19.37419701,19.09591293,18.37374115,,18.83440924
3827,18.49378586,19.37419701,19.09591293,18.37374115,,18.83440924
3828,18.49378586,19.37419701,19.09591293,18.37374115,,18.83440924
3829,18.49378586,19.37419701,19.09591293,18.37374115,,18.83440924
3830,18.49378586,19.37419701,19.09591293,18.37374115,,18.83440924
3831,18.49378586,19.37419701,19.09591293,18.37374115,,18.83440924
3832,18.49378586,19.37419701,19.09591293,18.37374115,,18.83440924
3833,18.49378586,19.37419701,19.09591293,18.37374115,,18.83440924
3834,18.40447998,19.32370186,19.00775909,18.42273521,,18.78966904
3835,18.3388195,19.21777153,18.92204475,18.47170448,,18.73758507
3836,18.3388195,19.21777153,18.92204475,18.47170448,,18.73758507
3837,18.3388195,19.21777153,18.92204475,18.47170448,,18.73758507
3838,18.3388195,19.21777153,18.92204475,18.47170448,,18.73758507
3839,18.3388195,19.21777153,18.92204475,18.47170448,,18.73758507
3840,18.3388195,19.21777153,18.92204475,18.47170448,,18.73758507
3841,18.3388195,19.21777153,18.92204475,18.47170448,,18.73758507
3842,16.90455055,18.10032463,18.71063995,17.92616463,,17.91041994
3843,16.90455055,18.10032463,18.71063995,17.92616463,,17.91041994
3844,16.90455055,18.10032463,18.71063995,17.92616463,,17.91041994
3845,16.90455055,18.10032463,18.71063995,17.92616463,,17.91041994
3846,16.64405441,17.92588043,18.91394615,17.46408272,,17.73699093
3847,16.90455055,18.10032463,18.71063995,17.92616463,,17.91041994
3848,16.90455055,18.10032463,18.71063995,17.92616463,,17.91041994
3849,16.5850563,17.93344688,18.83968735,17.39287758,,17.68776703
3850,16.76780891,18.02689743,18.54451942,18.03625679,,17.84387064
3851,16.42499733,17.80141449,18.64567566,16.96284294,,17.45873261
3852,16.42499733,17.80141449,18.64567566,16.96284294,,17.45873261
3853,16.42499733,17.80141449,18.64567566,16.96284294,,17.45873261
3854,16.42499733,17.80141449,18.64567566,16.96284294,,17.45873261
3855,16.42499733,17.80141449,18.64567566,16.96284294,,17.45873261
3856,16.42499733,17.80141449,18.64567566,16.96284294,,17.45873261
3857,16.42499733,17.80141449,18.64567566,16.96284294,,17.45873261
3858,16.42499733,17.80141449,18.64567566,16.96284294,,17.45873261
3859,16.42499733,17.80141449,18.64567566,16.96284294,,17.45873261
3860,16.42499733,17.80141449,18.64567566,16.96284294,,17.45873261
3861,16.42499733,17.80141449,18.64567566,16.96284294,,17.45873261
3862,16.42499733,17.80141449,18.64567566,16.96284294,,17.45873261
3863,16.42499733,17.80141449,18.64567566,16.96284294,,17.45873261
3864,16.46510887,17.90710831,18.71914673,16.89342499,,17.49619722
3865,16.51541328,17.90332222,18.79412079,16.85772133,,17.5176444
3866,16.56671715,17.88587952,18.86909676,16.92643738,,17.5620327
3867,16.66932106,17.86320877,19.01124191,17.07711029,,17.65522051
3868,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3869,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3870,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3871,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3872,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3873,16.3712101,17.86548233,19.34465599,16.54647636,,17.5319562
3874,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3875,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3876,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3877,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3878,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3879,16.94987488,17.87620735,19.16348839,17.36197853,,17.83788729
3880,16.94987488,17.87620735,19.16348839,17.36197853,,17.83788729
3881,16.94987488,17.87620735,19.16348839,17.36197853,,17.83788729
3882,16.94987488,17.87620735,19.16348839,17.36197853,,17.83788729
3883,16.94987488,17.87620735,19.16348839,17.36197853,,17.83788729
3884,16.94987488,17.87620735,19.16348839,17.36197853,,17.83788729
3885,16.94987488,17.87620735,19.16348839,17.36197853,,17.83788729
3886,16.94987488,17.87620735,19.16348839,17.36197853,,17.83788729
3887,16.94987488,17.87620735,19.16348839,17.36197853,,17.83788729
3888,16.85515404,17.88610649,19.10581779,17.41639328,,17.8158679
3889,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3890,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3891,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3892,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3893,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3894,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3895,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3896,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3897,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3898,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3899,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3900,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3901,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3902,16.56671715,17.88587952,18.86909676,16.92643738,,17.5620327
3903,16.51541328,17.90332222,18.79412079,16.85772133,,17.5176444
3904,16.51541328,17.90332222,18.79412079,16.85772133,,17.5176444
3905,16.51541328,17.90332222,18.79412079,16.85772133,,17.5176444
3906,16.51541328,17.90332222,18.79412079,16.85772133,,17.5176444
3907,16.51541328,17.90332222,18.79412079,16.85772133,,17.5176444
3908,16.51541328,17.90332222,18.79412079,16.85772133,,17.5176444
3909,16.51541328,17.90332222,18.79412079,16.85772133,,17.5176444
3910,16.51541328,17.90332222,18.79412079,16.85772133,,17.5176444
3911,16.51541328,17.90332222,18.79412079,16.85772133,,17.5176444
3912,16.51541328,17.90332222,18.79412079,16.85772133,,17.5176444
3913,16.51541328,17.90332222,18.79412079,16.85772133,,17.5176444
3914,16.51541328,17.90332222,18.79412079,16.85772133,,17.5176444
3915,16.51541328,17.90332222,18.79412079,16.85772133,,17.5176444
3916,16.46510887,17.90710831,18.71914673,16.89342499,,17.49619722
3917,16.42499733,17.80141449,18.64567566,16.96284294,,17.45873261
3918,16.46510887,17.90710831,18.71914673,16.89342499,,17.49619722
3919,16.46510887,17.90710831,18.71914673,16.89342499,,17.49619722
3920,16.46510887,17.90710831,18.71914673,16.89342499,,17.49619722
3921,16.46510887,17.90710831,18.71914673,16.89342499,,17.49619722
3922,16.46510887,17.90710831,18.71914673,16.89342499,,17.49619722
3923,16.46510887,17.90710831,18.71914673,16.89342499,,17.49619722
3924,16.46510887,17.90710831,18.71914673,16.89342499,,17.49619722
3925,16.46510887,17.90710831,18.71914673,16.89342499,,17.49619722
3926,16.46510887,17.90710831,18.71914673,16.89342499,,17.49619722
3927,16.46510887,17.90710831,18.71914673,16.89342499,,17.49619722
3928,16.46510887,17.90710831,18.71914673,16.89342499,,17.49619722
3929,16.29227829,17.73250771,18.88051414,16.64700699,,17.38807678
3930,16.46510887,17.90710831,18.71914673,16.89342499,,17.49619722
3931,16.51541328,17.90332222,18.79412079,16.85772133,,17.5176444
3932,16.32683372,17.7367382,19.02491379,16.59214401,,17.42015743
3933,16.35135841,17.72714043,19.10136986,16.56456184,,17.43610764
3934,16.36554146,17.72067451,19.193573,16.53807831,,17.45446682
3935,16.38273621,17.71452713,19.28279114,16.50524902,,17.47132588
3936,16.38273621,17.71452713,19.28279114,16.50524902,,17.47132588
3937,16.38273621,17.71452713,19.28279114,16.50524902,,17.47132588
3938,16.38273621,17.71452713,19.28279114,16.50524902,,17.47132588
3939,16.38273621,17.71452713,19.28279114,16.50524902,,17.47132588
3940,16.38273621,17.71452713,19.28279114,16.50524902,,17.47132588
3941,16.38273621,17.71452713,19.28279114,16.50524902,,17.47132588
3942,16.38273621,17.71452713,19.28279114,16.50524902,,17.47132588
3943,16.38273621,17.71452713,19.28279114,16.50524902,,17.47132588
3944,16.38273621,17.71452713,19.28279114,16.50524902,,17.47132588
3945,16.38273621,17.71452713,19.28279114,16.50524902,,17.47132588
3946,16.57637978,17.7317276,19.35776711,16.84966278,,17.62888432
3947,16.57637978,17.7317276,19.35776711,16.84966278,,17.62888432
3948,16.94987488,17.87620735,19.16348839,17.36197853,,17.83788729
3949,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3950,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3951,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3952,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3953,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3954,16.70993996,17.85251808,19.06891251,17.05541992,,17.67169762
3955,16.66932106,17.86320877,19.01124191,17.07711029,,17.65522051
3956,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3957,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3958,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3959,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3960,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3961,16.6180172,17.87375641,18.94465828,17.00153923,,17.60949278
3962,16.77348328,17.89618492,19.04815292,17.47423935,,17.79801512
3963,16.77348328,17.89618492,19.04815292,17.47423935,,17.79801512
3964,16.77348328,17.89618492,19.04815292,17.47423935,,17.79801512
